word	bank	sentiment
감사	woori	pos
예금	woori	pos
은행	woori	pos
편리	woori	pos
만족	woori	pos
거래	woori	pos
사용	woori	pos
가능	woori	pos
로그인	woori	pos
최고	woori	pos
이용	woori	pos
우리	woori	pos
상품	woori	pos
계좌	woori	pos
뱅킹	woori	pos
금융	woori	pos
가입	woori	pos
설명	woori	pos
상담	woori	pos
확인	woori	pos
시간	woori	pos
이체	woori	pos
필요	woori	pos
직원	woori	pos
이벤트	woori	pos
고객	woori	pos
통장	woori	pos
안내	woori	pos
불편	woori	pos
직관	woori	pos
정보	woori	pos
친절	woori	pos
적금	woori	pos
