word	bank	sentiment
금액	b_salad	neg
대출	b_salad	neg
기능	b_salad	neg
카드	b_salad	neg
가계부	b_salad	neg
내역	b_salad	neg
가능	b_salad	neg
뱅크	b_salad	neg
삭제	b_salad	neg
부탁	b_salad	neg
사용	b_salad	neg
샐러드	b_salad	neg
해결	b_salad	neg
조회	b_salad	neg
계좌	b_salad	neg
확인	b_salad	neg
인증	b_salad	neg
자산	b_salad	neg
업데이트	b_salad	neg
지출	b_salad	neg
연결	b_salad	neg
불편	b_salad	neg
정보	b_salad	neg
결제	b_salad	neg
오류	b_salad	neg
