word	bank	sentiment
감사	kb	pos
은행	kb	pos
편리	kb	pos
만족	kb	pos
서비스	kb	pos
거래	kb	pos
사용	kb	pos
가능	kb	pos
국민	kb	pos
로그인	kb	pos
모바일	kb	pos
이용	kb	pos
스타	kb	pos
계좌	kb	pos
금융	kb	pos
뱅킹	kb	pos
가입	kb	pos
신청	kb	pos
설명	kb	pos
처음	kb	pos
환전	kb	pos
처리	kb	pos
업무	kb	pos
시간	kb	pos
기능	kb	pos
직원	kb	pos
국민은행	kb	pos
안내	kb	pos
친절	kb	pos
개설	kb	pos
