word	bank	sentiment
토스	toss	pos
감사	toss	pos
증권	toss	pos
편리	toss	pos
화면	toss	pos
송금	toss	pos
계좌	toss	pos
카드	toss	pos
금액	toss	pos
확인	toss	pos
업데이트	toss	pos
포인트	toss	pos
추가	toss	pos
불편	toss	pos
내역	toss	pos
사용	toss	pos
기능	toss	pos
주식	toss	pos
